GID	GO_ONTOLOGY	GO_ID	GO_TERM_NAME	GO_EVIDENCE_CODE
CNAG_04729	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_04729	Molecular Function	GO:0004386	helicase activity	IEA
CNAG_04729	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04729	Cellular Component	GO:0005730	nucleolus	IEA
CNAG_04729	Biological Process	GO:0006364	rRNA processing	IEA
CNAG_04730	Biological Process	GO:0007618	mating	IMP
CNAG_04730	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04730	Biological Process	GO:0045230	capsule organization	IMP
CNAG_04731	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_04731	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_04732	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_04733	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04733	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04733	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_04734	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04735	Molecular Function	GO:0004222	metalloendopeptidase activity	IEA
CNAG_04735	Cellular Component	GO:0005576	extracellular region	HDA
CNAG_04735	Cellular Component	GO:0005615	extracellular space	IEA
CNAG_04735	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04737	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_04738	Molecular Function	GO:0005509	calcium ion binding	IEA
CNAG_04738	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04738	Molecular Function	GO:0051015	actin filament binding	IEA
CNAG_04738	Biological Process	GO:0051017	actin filament bundle assembly	IEA
CNAG_04741	Molecular Function	GO:0005515	protein binding	IEA
CNAG_04741	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04742	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_04742	Biological Process	GO:0006269	"DNA replication, synthesis of RNA primer"	IEA
CNAG_04742	Molecular Function	GO:0046872	metal ion binding	IEA
CNAG_04742	Molecular Function	GO:0051539	"4 iron, 4 sulfur cluster binding"	IEA
CNAG_04743	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_04743	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04743	Molecular Function	GO:0016740	transferase activity	IEA
CNAG_04743	Biological Process	GO:0018279	protein N-linked glycosylation via asparagine	IEA
CNAG_04744	Molecular Function	GO:0004476	mannose-6-phosphate isomerase activity	IEA
CNAG_04744	Biological Process	GO:0005975	carbohydrate metabolic process	IEA
CNAG_04744	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04744	Biological Process	GO:0009298	GDP-mannose biosynthetic process	IEA
CNAG_04745	Cellular Component	GO:0005643	nuclear pore	IEA
CNAG_04745	Biological Process	GO:0016973	poly(A)+ mRNA export from nucleus	IEA
CNAG_04746	Cellular Component	GO:0005739	mitochondrion	IEA
CNAG_04746	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04747	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04748	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_04748	Molecular Function	GO:0030246	carbohydrate binding	IEA
CNAG_04750	Molecular Function	GO:0010181	FMN binding	IEA
CNAG_04752	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04753	Biological Process	GO:0045230	capsule organization	IMP
CNAG_04755	Molecular Function	GO:0004672	protein kinase activity	IEA
CNAG_04755	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04755	Biological Process	GO:0006468	protein phosphorylation	IEA
CNAG_04755	Biological Process	GO:0009408	response to heat	IMP
CNAG_04755	Biological Process	GO:0031505	fungal-type cell wall organization	IMP
CNAG_04755	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_04755	Biological Process	GO:0042493	response to drug	IMP
CNAG_04755	Biological Process	GO:0045230	capsule organization	IMP
CNAG_04755	Biological Process	GO:0048023	positive regulation of melanin biosynthetic process	HMP
CNAG_04755	Biological Process	GO:0060992	response to fungicide	IMP
CNAG_04755	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_04755	Biological Process	GO:0071236	cellular response to antibiotic	HMP
CNAG_04755	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_04755	Biological Process	GO:0072703	cellular response to methyl methanesulfonate	HMP
CNAG_04755	Biological Process	GO:0072706	response to sodium dodecyl sulfate	IMP
CNAG_04755	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	HMP
CNAG_04755	Biological Process	GO:0072711	cellular response to hydroxyurea	HMP
CNAG_04755	Biological Process	GO:0072736	cellular response to tert-butyl hydroperoxide	HMP
CNAG_04755	Biological Process	GO:0072738	cellular response to diamide	HMP
CNAG_04755	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_04757	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04758	Biological Process	GO:0007618	mating	IMP
CNAG_04758	Molecular Function	GO:0008519	ammonium transmembrane transporter activity	IEA
CNAG_04758	Biological Process	GO:0015696	ammonium transport	IEA
CNAG_04758	Cellular Component	GO:0016020	membrane	IEA
CNAG_04758	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04758	Biological Process	GO:0072488	ammonium transmembrane transport	IEA
CNAG_04758	Cellular Component	GO:1903561	extracellular vesicle	HDA
CNAG_04761	Molecular Function	GO:0003924	GTPase activity	IEA
CNAG_04761	Molecular Function	GO:0005525	GTP binding	IEA
CNAG_04761	Cellular Component	GO:0005886	plasma membrane	IEA
CNAG_04761	Biological Process	GO:0007165	signal transduction	IEA
CNAG_04761	Cellular Component	GO:0016020	membrane	IEA
CNAG_04762	Molecular Function	GO:0003735	structural constituent of ribosome	IEA
CNAG_04762	Cellular Component	GO:0005840	ribosome	IEA
CNAG_04762	Biological Process	GO:0006412	translation	IEA
CNAG_04762	Cellular Component	GO:1903561	extracellular vesicle	HDA
CNAG_04763	Molecular Function	GO:0000030	mannosyltransferase activity	IEA
CNAG_04763	Molecular Function	GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	IEA
CNAG_04763	Cellular Component	GO:0005789	endoplasmic reticulum membrane	IEA
CNAG_04763	Biological Process	GO:0006493	protein O-linked glycosylation	IEA
CNAG_04763	Cellular Component	GO:0016020	membrane	IEA
CNAG_04763	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04764	Molecular Function	GO:0004146	dihydrofolate reductase activity	IEA
CNAG_04764	Biological Process	GO:0006545	glycine biosynthetic process	IEA
CNAG_04764	Biological Process	GO:0006730	one-carbon metabolic process	IEA
CNAG_04764	Biological Process	GO:0046654	tetrahydrofolate biosynthetic process	IEA
CNAG_04764	Molecular Function	GO:0050661	NADP binding	IEA
CNAG_04764	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_04765	Molecular Function	GO:0003779	actin binding	IEA
CNAG_04765	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_04765	Cellular Component	GO:0005856	cytoskeleton	IEA
CNAG_04765	Cellular Component	GO:0005885	Arp2/3 protein complex	IEA
CNAG_04765	Biological Process	GO:0030833	regulation of actin filament polymerization	IEA
CNAG_04765	Biological Process	GO:0034314	Arp2/3 complex-mediated actin nucleation	IEA
CNAG_04767	Cellular Component	GO:0005886	plasma membrane	IEA
CNAG_04767	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04768	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_04768	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_04768	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04768	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_04768	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_04768	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04768	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_04770	Molecular Function	GO:0008168	methyltransferase activity	IEA
CNAG_04770	Molecular Function	GO:0019843	rRNA binding	IEA
CNAG_04770	Biological Process	GO:0042254	ribosome biogenesis	IEA
CNAG_04771	Molecular Function	GO:0003924	GTPase activity	IEA
CNAG_04771	Molecular Function	GO:0005525	GTP binding	IEA
CNAG_04772	Molecular Function	GO:0003676	nucleic acid binding	IEA
CNAG_04772	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_04773	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04774	Molecular Function	GO:0000981	"DNA-binding transcription factor activity, RNA polymerase II-specific"	IEA
CNAG_04774	Molecular Function	GO:0003677	DNA binding	IEA
CNAG_04774	Cellular Component	GO:0005634	nucleus	IEA
CNAG_04774	Biological Process	GO:0006351	"transcription, DNA-templated"	IEA
CNAG_04774	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_04774	Biological Process	GO:0007618	mating	HMP
CNAG_04774	Molecular Function	GO:0008270	zinc ion binding	IEA
CNAG_04774	Biological Process	GO:0036245	cellular response to menadione	HMP
CNAG_04774	Cellular Component	GO:0042025	host cell nucleus	IEA
CNAG_04774	Biological Process	GO:0070301	cellular response to hydrogen peroxide	HMP
CNAG_04774	Biological Process	GO:0072706	response to sodium dodecyl sulfate	HMP
CNAG_04774	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_04774	Biological Process	GO:1905181	regulation of urease activity	HMP
CNAG_04776	Molecular Function	GO:0004412	homoserine dehydrogenase activity	IEA
CNAG_04776	Biological Process	GO:0006520	cellular amino acid metabolic process	IEA
CNAG_04776	Biological Process	GO:0009086	methionine biosynthetic process	IEA
CNAG_04776	Biological Process	GO:0009088	threonine biosynthetic process	IEA
CNAG_04776	Biological Process	GO:0009097	isoleucine biosynthetic process	IEA
CNAG_04776	Molecular Function	GO:0016491	oxidoreductase activity	IEA
CNAG_04776	Molecular Function	GO:0050661	NADP binding	IEA
CNAG_04776	Biological Process	GO:0055114	obsolete oxidation-reduction process	IEA
CNAG_04777	Molecular Function	GO:0008168	methyltransferase activity	IEA
CNAG_04777	Biological Process	GO:0032259	methylation	IEA
CNAG_04782	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04782	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_04783	Cellular Component	GO:0016020	membrane	IEA
CNAG_04783	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04783	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04783	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04784	Cellular Component	GO:0016020	membrane	IEA
CNAG_04784	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04784	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04784	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04786	Molecular Function	GO:0005515	protein binding	IPI
CNAG_04786	Biological Process	GO:0016575	histone deacetylation	IEA
CNAG_04787	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04790	Molecular Function	GO:0005515	protein binding	IPI
CNAG_04792	Cellular Component	GO:0000139	Golgi membrane	IEA
CNAG_04792	Molecular Function	GO:0004609	phosphatidylserine decarboxylase activity	IEA
CNAG_04792	Molecular Function	GO:0005509	calcium ion binding	IEA
CNAG_04792	Cellular Component	GO:0005795	Golgi stack	IEA
CNAG_04792	Biological Process	GO:0006646	phosphatidylethanolamine biosynthetic process	IEA
CNAG_04792	Biological Process	GO:0008654	phospholipid biosynthetic process	IEA
CNAG_04792	Cellular Component	GO:0010008	endosome membrane	IEA
CNAG_04792	Biological Process	GO:0016540	protein autoprocessing	IEA
CNAG_04794	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04794	Molecular Function	GO:0022857	transmembrane transporter activity	IEA
CNAG_04794	Biological Process	GO:0055085	transmembrane transport	IEA
CNAG_04795	Cellular Component	GO:0016021	integral component of membrane	IEA
CNAG_04796	Molecular Function	GO:0005516	calmodulin binding	IEA
CNAG_04796	Cellular Component	GO:0005955	calcineurin complex	IPI
CNAG_04796	Biological Process	GO:0007618	mating	HMP
CNAG_04796	Molecular Function	GO:0008199	ferric iron binding	IDA
CNAG_04796	Molecular Function	GO:0008270	zinc ion binding	IDA
CNAG_04796	Molecular Function	GO:0016787	hydrolase activity	IEA
CNAG_04796	Biological Process	GO:0030448	hyphal growth	IMP
CNAG_04796	Biological Process	GO:0031505	fungal-type cell wall organization	IMP
CNAG_04796	Molecular Function	GO:0033192	calmodulin-dependent protein phosphatase activity	IDA
CNAG_04796	Molecular Function	GO:0033192	calmodulin-dependent protein phosphatase activity	IEA
CNAG_04796	Biological Process	GO:0034599	cellular response to oxidative stress	HMP
CNAG_04796	Biological Process	GO:0034605	cellular response to heat	HMP
CNAG_04796	Biological Process	GO:0034605	cellular response to heat	IMP
CNAG_04796	Biological Process	GO:0035556	intracellular signal transduction	IMP
CNAG_04796	Biological Process	GO:0048023	positive regulation of melanin biosynthetic process	HMP
CNAG_04796	Biological Process	GO:0060992	response to fungicide	IMP
CNAG_04796	Biological Process	GO:0071276	cellular response to cadmium ion	HMP
CNAG_04796	Biological Process	GO:0071277	cellular response to calcium ion	IEA
CNAG_04796	Biological Process	GO:0071471	cellular response to non-ionic osmotic stress	HMP
CNAG_04796	Biological Process	GO:0071472	cellular response to salt stress	HMP
CNAG_04796	Biological Process	GO:0071472	cellular response to salt stress	IMP
CNAG_04796	Biological Process	GO:0071852	fungal-type cell wall organization or biogenesis	IEA
CNAG_04796	Biological Process	GO:0072706	response to sodium dodecyl sulfate	IMP
CNAG_04796	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	HMP
CNAG_04796	Biological Process	GO:0072707	cellular response to sodium dodecyl sulfate	IMP
CNAG_04796	Biological Process	GO:0072709	cellular response to sorbitol	HMP
CNAG_04796	Biological Process	GO:0072711	cellular response to hydroxyurea	HMP
CNAG_04796	Biological Process	GO:0072721	cellular response to dithiothreitol	HMP
CNAG_04796	Biological Process	GO:0072736	cellular response to tert-butyl hydroperoxide	HMP
CNAG_04796	Biological Process	GO:0072738	cellular response to diamide	HMP
CNAG_04796	Biological Process	GO:0097720	calcineurin-mediated signaling	IEA
CNAG_04796	Cellular Component	GO:0120105	"mitotic actomyosin contractile ring, intermediate layer"	IEA
CNAG_04796	Biological Process	GO:0140281	positive regulation of mitotic division septum assembly	IEA
CNAG_04796	Biological Process	GO:1900182	positive regulation of protein localization to nucleus	IMP
CNAG_04796	Biological Process	GO:1901914	negative regulation of capsule organization	HMP
CNAG_04796	Biological Process	GO:1903473	positive regulation of mitotic actomyosin contractile ring contraction	IEA
CNAG_04796	Biological Process	GO:1904577	cellular response to tunicamycin	HMP
CNAG_04796	Biological Process	GO:1905181	regulation of urease activity	HMP
CNAG_04796	Biological Process	GO:1905949	negative regulation of calcium ion import across plasma membrane	IEA
CNAG_04797	Cellular Component	GO:0005786	"signal recognition particle, endoplasmic reticulum targeting"	IEA
CNAG_04797	Biological Process	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	IEA
CNAG_04797	Molecular Function	GO:0008312	7S RNA binding	IEA
CNAG_04797	Cellular Component	GO:0048500	signal recognition particle	IEA
CNAG_04798	Molecular Function	GO:0003700	DNA-binding transcription factor activity	IEA
CNAG_04798	Biological Process	GO:0006355	"regulation of transcription, DNA-templated"	IEA
CNAG_04799	Molecular Function	GO:0003723	RNA binding	IEA
CNAG_04799	Molecular Function	GO:0003735	structural constituent of ribosome	IEA
CNAG_04799	Cellular Component	GO:0005840	ribosome	IEA
CNAG_04799	Biological Process	GO:0006412	translation	IEA
CNAG_04800	Molecular Function	GO:0000049	tRNA binding	IEA
CNAG_04800	Molecular Function	GO:0000166	nucleotide binding	IEA
CNAG_04800	Molecular Function	GO:0004812	aminoacyl-tRNA ligase activity	IEA
CNAG_04800	Molecular Function	GO:0004826	phenylalanine-tRNA ligase activity	IEA
CNAG_04800	Molecular Function	GO:0005524	ATP binding	IEA
CNAG_04800	Cellular Component	GO:0005737	cytoplasm	IEA
CNAG_04800	Biological Process	GO:0006432	phenylalanyl-tRNA aminoacylation	IEA
CNAG_04800	Biological Process	GO:0043039	tRNA aminoacylation	IEA
